Sentence Number,Token,Label
,than,O
,the,O
,distance,O
,between,O
,the,O
,eye,O
,and,O
,the,O
,ear,O
,-,O
,opening,O
,",",O
,one,O
,time,O
,and,O
,a,O
,half,O
,the,O
,diameter,O
,of,O
,the,O
,orbit,O
,;,O
,forehead,O
,con,O
,##ca,O
,##ve,O
,;,O
,ear,O
,-,O
,opening,O
,small,O
,",",O
,oval,O
,",",O
,horizontal,O
,.,O
,Head,O
,-,O
,scales,O
,small,O
,",",O
,largest,O
,on,O
,the,O
,snout,O
,.,O
,R,O
,##ost,O
,##ral,O
,rectangular,O
,",",O
,twice,O
,as,O
,broad,O
,as,O
,high,O
,",",O
,with,O
,median,O
,c,O
,##le,O
,##ft,O
,;,O
,no,O
,##st,O
,##ril,O
,bordered,O
,by,O
,the,O
,r,O
,##ost,O
,,
Sentence 160,34,O
,lab,O
,##ial,O
,##s,O
,.,O
,Body,O
,moderate,O
,;,O
,a,O
,slight,O
,fold,O
,on,O
,the,O
,side,O
,and,O
,another,O
,on,O
,the,O
,posterior,O
,side,O
,of,O
,the,O
,hind,O
,limb,O
,;,O
,body,O
,and,O
,throat,O
,covered,O
,with,O
,very,O
,small,O
,g,O
,##ran,O
,##ular,O
,scales,O
,",",O
,largest,O
,on,O
,the,O
,snout,O
,.,O
,V,O
,##ent,O
,##ral,O
,scales,O
,im,O
,##bri,O
,##cate,O
,.,O
,Male,O
,with,O
,7,O
,—,O
,19,O
,f,O
,##em,O
,##oral,O
,p,O
,##ores,O
,on,O
,each,O
,side,O
,.,O
,Fi,O
,##g,O
,.,O
,21,O
,.,O
,He,B-Taxon
,##mi,I-Taxon
,##da,I-Taxon
,##ct,I-Taxon
,##yl,I-Taxon
,##us,I-Taxon
,g,I-Taxon
,##ar,I-Taxon
,##not,I-Taxon
,##i,I-Taxon
,D,I-Taxon
,.,O
,B,O
,.,O
,Lower,O
,view,O
,of,O
,tail,O
,X,O
,SV,O
,-,O
,I,O
,-,O
,Fi,O
,##g,O
,.,O
,22,O
,.,O
,He,O
,##mi,O
,##da,O
,##ct,O
,##yl,O
,##us,O
,g,O
,##ar,O
,##not,O
,##i,O
,D,O
,.,O
,B,O
,",",O
,For,O
,##e,O
,limb,O
,X,O
,5,O
,##T,O
,##ail,O
,depressed,O
,",",O
,flat,O
,below,O
,",",O
,with,O
,sharp,O
,den,O
,##tic,O
,##ulated,O
,lateral,O
,edge,O
,;,O
,the,O
,scales,O
,on,O
,the,O
,upper,O
,surface,O
,small,O
,",",O
,equal,O
,;,O
,those,O
,below,O
,larger,O
,",",O
,im,O
,##bri,O
,##cate,O
,",",O
,with,O
,a,O
,median,O
,series,O
,of,O
,transverse,O
,##ly,O
,di,O
,##lated,O
,plates,O
,(,O
,fi,O
,##g,O
,.,O
,2,O
,##i,O
,),O
,.,O
,Lim,O
,##bs,O
,moderate,O
,;,O
,digits,O
,with,O
,a,O
,r,O
,##udi,O
,##ment,O
,of,O
,web,O
,",",O
,di,O
,##lated,O
,",",O
,inner,O
,well,O
,developed,O
,(,O
,fi,O
,##g,O
,",",O
,22,O
,),O
,;,O
,5,O
,—,O
,7,O
,oblique,O
,lame,O
,##lla,O
,##e,O
,under,O
,the,O
,inner,O
,digits,O
,",",O
,10,O
,to,O
,12,O
,under,O
,the,O
,fourth,O
,finger,O
,",",O
,11,O
,to,O
,14,O
,under,O
,the,O
,fourth,O
,toe,O
,.,O
,Brown,O
,##ish,O
,-,O
,grey,O
,above,O
,",",O
,uniform,O
,or,O
,with,O
,brown,O
,and,O
,whitish,O
,spots,O
,.,O
,Lower,O
,parts,O
,whitish,O
,.,O
,Length,O
,of,O
,head,O
,and,O
,body,O
,60,O
,mm,O
,;,O
,tail,O
,80,O
,mm,O
,.,O
,Ha,O
,##bit,O
,##at,O
,:,O
,Ni,B-GeographicalLocation
,##as,I-GeographicalLocation
,;,O
,Sumatra,B-GeographicalLocation
,(,O
,T,B-GeographicalLocation
,##ila,I-GeographicalLocation
,##tan,I-GeographicalLocation
,##g,I-GeographicalLocation
,Fort,B-GeographicalLocation
,de,I-GeographicalLocation
,Ko,I-GeographicalLocation
,##ck,I-GeographicalLocation
,Mat,B-GeographicalLocation
,##ur,I-GeographicalLocation
,In,B-GeographicalLocation
,##dra,I-GeographicalLocation
,##giri,I-GeographicalLocation
,",",O
,Bing,B-GeographicalLocation
,##in,I-GeographicalLocation
,Tel,I-GeographicalLocation
,##ok,I-GeographicalLocation
,",",O
,Pa,B-GeographicalLocation
,##lem,I-GeographicalLocation
,##bang,I-GeographicalLocation
,",",O
,A,B-GeographicalLocation
,##gam,I-GeographicalLocation
,),O
,;,O
,Java,B-GeographicalLocation
,(,O
,B,B-GeographicalLocation
,##uit,I-GeographicalLocation
,##en,I-GeographicalLocation
,##zor,I-GeographicalLocation
,##g,I-GeographicalLocation
,",",O
,Mal,B-GeographicalLocation
,##ang,I-GeographicalLocation
,",",O
,Willis,B-GeographicalLocation
,Mt,I-GeographicalLocation
,##s,I-GeographicalLocation
,",",O
,5000,O
,feet,O
,),O
,;,O
,Borneo,B-GeographicalLocation
,(,O
,Ki,B-GeographicalLocation
,##na,I-GeographicalLocation
,Ba,I-GeographicalLocation
,##lu,I-GeographicalLocation
,),O
,.,O
,—,O
,Mal,B-GeographicalLocation
,##ac,I-GeographicalLocation
,##ca,I-GeographicalLocation
,;,O
,Burma,B-GeographicalLocation
,;,O
,Si,B-GeographicalLocation
,##k,I-GeographicalLocation
,##kim,I-GeographicalLocation
,;,O
,Philippines,B-GeographicalLocation
,;,O
,Solomon,B-GeographicalLocation
,Islands,I-GeographicalLocation
,;,O
,New,B-GeographicalLocation
,Caledonia,I-GeographicalLocation
,;,O
,Ha,B-GeographicalLocation
,##wai,I-GeographicalLocation
,;,O
,Ta,B-GeographicalLocation
,##hit,I-GeographicalLocation
,##i,I-GeographicalLocation
,.,O
,A,O
,common,O
,house,O
,-,O
,g,O
,##eck,O
,##o,O
,in,O
,Sumatra,O
,.,O
,6,O
,.,O
,He,B-Taxon
,##mi,I-Taxon
,##da,I-Taxon
,##ct,I-Taxon
,##yl,I-Taxon
,##us,I-Taxon
,p,I-Taxon
,##lat,I-Taxon
,##yu,I-Taxon
,##rus,I-Taxon
,(,O
,Schneider,O
,),O
,.,O
,St,B-Taxon
,##elli,I-Taxon
,##o,I-Taxon
,p,I-Taxon
,##lat,I-Taxon
,##yu,I-Taxon
,##rus,I-Taxon
,Schneider,I-Taxon
,",",O
,Am,O
,##ph,O
,.,O
,Ph,O
,##ys,O
,.,O
,II,O
,1790,O
,",",O
,p,O
,.,O
,30,O
,.,O
,He,O
,##mi,O
,##da,O
,##ct,O
,##yl,O
,##us,O
,p,O
,##lat,O
,##yu,O
,##rus,O
,Bo,O
,##ule,O
,##nger,O
,",",O
,Cat,O
,.,O
,Liz,O
,.,O
,I,O
,1885,O
,",",O
,p,O
,.,O
,143,O
,(,O
,s,O
,.,O
,s,O
,##yn,O
,),O
,.,O
,Co,B-Taxon
,##sy,I-Taxon
,##mbo,I-Taxon
,##tus,I-Taxon
,p,I-Taxon
,##lat,I-Taxon
,##yu,I-Taxon
,##rus,I-Taxon
,Bar,I-Taxon
,##bo,I-Taxon
,##ur,I-Taxon
,",",O
,Me,O
,##m,O
,.,O
,Mu,O
,##s,O
,.,O
,Co,O
,##mp,O
,.,O
,Zoo,O
,##l,O
,.,O
,Harvard,O
,Col,O
,##l,O
,.,O
,X,O
,##L,O
,##I,O
,##V,O
,1912,O
,",",O
,p,O
,.,O
,81,O
,.,O
,S,O
,##no,O
,##ut,O
,longer,O
,than,O
,the,O
,distance,O
,between,O
,the,O
,eye,O
,and,O
,the,O
,ear,O
,-,O
,opening,O
,",",O
,one,O
,time,O
,and,O
,a,O
,half,O
,the,O
,diameter,O
,of,O
,the,O
,orbit,O
,;,O
,forehead,O
,con,O
,##ca,O
,##ve,O
,;,O
,ear,O
,-,O
,opening,O
,small,O
,",",O
,oval,O
,",",O
,oblique,O
,.,O
,R,O
,##ost,O
,##ral,O
,four,O
,-,O
,sided,O
,",",O
,,
Sentence 161,1,O
,89,O
,Su,B-GeographicalLocation
,##mba,I-GeographicalLocation
,;,O
,R,B-GeographicalLocation
,##ott,I-GeographicalLocation
,##i,I-GeographicalLocation
,;,O
,Timor,B-GeographicalLocation
,;,O
,Wet,B-GeographicalLocation
,##ar,I-GeographicalLocation
,;,O
,Ce,B-GeographicalLocation
,##le,I-GeographicalLocation
,##bes,I-GeographicalLocation
,(,O
,Man,B-GeographicalLocation
,##ado,I-GeographicalLocation
,",",O
,Ke,B-GeographicalLocation
,##ma,I-GeographicalLocation
,",",O
,Ka,B-GeographicalLocation
,##nda,I-GeographicalLocation
,##ri,I-GeographicalLocation
,",",O
,Pa,B-GeographicalLocation
,##re,I-GeographicalLocation
,Pa,I-GeographicalLocation
,##re,I-GeographicalLocation
,",",O
,Ra,B-GeographicalLocation
,##ha,I-GeographicalLocation
,),O
,;,O
,Sang,B-GeographicalLocation
,##ir,I-GeographicalLocation
,Islands,I-GeographicalLocation
,;,O
,Te,B-GeographicalLocation
,##rna,I-GeographicalLocation
,##te,I-GeographicalLocation
,;,O
,Hal,B-GeographicalLocation
,##mah,I-GeographicalLocation
,##era,I-GeographicalLocation
,;,O
,Bat,B-GeographicalLocation
,##jan,I-GeographicalLocation
,;,O
,B,B-GeographicalLocation
,##uru,I-GeographicalLocation
,;,O
,Ce,B-GeographicalLocation
,##ram,I-GeographicalLocation
,;,O
,Am,B-GeographicalLocation
,##bon,I-GeographicalLocation
,;,O
,Sa,B-GeographicalLocation
,##par,I-GeographicalLocation
,##ua,I-GeographicalLocation
,;,O
,Cora,B-GeographicalLocation
,##m,I-GeographicalLocation
,;,O
,New,B-GeographicalLocation
,Guinea,I-GeographicalLocation
,.,O
,—,O
,P,B-GeographicalLocation
,##ele,I-GeographicalLocation
,##w,I-GeographicalLocation
,Islands,I-GeographicalLocation
,;,O
,Malay,B-GeographicalLocation
,Peninsula,I-GeographicalLocation
,;,O
,Penang,B-GeographicalLocation
,;,O
,And,B-GeographicalLocation
,##aman,I-GeographicalLocation
,##s,I-GeographicalLocation
,;,O
,Nico,B-GeographicalLocation
,##bar,I-GeographicalLocation
,##s,I-GeographicalLocation
,;,O
,Si,B-GeographicalLocation
,##am,I-GeographicalLocation
,;,O
,Indo,B-GeographicalLocation
,China,B-GeographicalLocation
,;,O
,Burma,B-GeographicalLocation
,;,O
,Ceylon,B-GeographicalLocation
,;,O
,India,B-GeographicalLocation
,;,O
,Philippines,B-GeographicalLocation
,;,O
,N,O
,.,O
,Australia,B-GeographicalLocation
,.,O
,Not,O
,rare,O
,at,O
,the,O
,sea,B-Habitat
,-,I-Habitat
,coast,I-Habitat
,;,O
,feeds,O
,on,O
,fish,O
,.,O
,41,O
,.,O
,Ford,B-Taxon
,##onia,I-Taxon
,Gray,I-Taxon
,.,O
,(,O
,Gray,O
,",",O
,Zoo,O
,##l,O
,.,O
,Mi,O
,##s,O
,##c,O
,.,O
,p,O
,.,O
,67,O
,",",O
,1842,O
,),O
,.,O
,Head,O
,small,O
,",",O
,not,O
,distinct,O
,from,O
,neck,O
,;,O
,eye,O
,very,O
,small,O
,;,O
,pupil,O
,vertically,O
,el,O
,##liptic,O
,;,O
,shields,O
,of,O
,head,O
,large,O
,;,O
,nasal,O
,##s,O
,und,O
,##iv,O
,##ided,O
,or,O
,partly,O
,divided,O
,",",O
,separated,O
,by,O
,a,O
,single,O
,inter,O
,##nas,O
,##al,O
,;,O
,no,O
,lo,O
,##real,O
,.,O
,Max,O
,##illa,O
,##ry,O
,teeth,O
,small,O
,",",O
,7,O
,or,O
,8,O
,",",O
,followed,O
,by,O
,two,O
,enlarged,O
,",",O
,groove,O
,##d,O
,teeth,O
,;,O
,man,O
,##di,O
,##bula,O
,##r,O
,teeth,O
,about,O
,equal,O
,.,O
,Body,O
,round,O
,",",O
,covered,O
,with,O
,smooth,O
,scales,O
,",",O
,without,O
,pits,O
,",",O
,in,O
,25,O
,—,O
,29,O
,row,O
,;,O
,ventral,O
,##s,O
,rounded,O
,.,O
,Tai,O
,##l,O
,short,O
,",",O
,sub,O
,##ca,O
,##uda,O
,##ls,O
,all,O
,or,O
,partly,O
,in,O
,two,O
,rows,O
,.,O
,Distribution,O
,.,O
,Burma,O
,;,O
,Co,B-GeographicalLocation
,##chin,I-GeographicalLocation
,China,O
,;,O
,Indian,B-GeographicalLocation
,Archipelago,I-GeographicalLocation
,;,O
,N,O
,.,O
,Australia,O
,.,O
,A,O
,single,O
,species,O
,.,O
,I,O
,.,O
,Ford,B-Taxon
,##onia,I-Taxon
,le,I-Taxon
,##uc,I-Taxon
,##ob,I-Taxon
,##alia,I-Taxon
,(,O
,Sc,O
,##hl,O
,##eg,O
,),O
,.,O
,Ho,B-Taxon
,##mal,I-Taxon
,##opsis,I-Taxon
,le,I-Taxon
,##uc,I-Taxon
,##ob,I-Taxon
,##alia,I-Taxon
,Sc,I-Taxon
,##hl,I-Taxon
,##ege,I-Taxon
,##l,I-Taxon
,",",O
,Ph,O
,##ys,O
,.,O
,Ser,O
,##p,O
,.,O
,II,O
,1837,O
,;,O
,p,O
,.,O
,345,O
,",",O
,p,O
,##i,O
,.,O
,XIII,O
,",",O
,fi,O
,##g,O
,.,O
,8,O
,",",O
,9,O
,.,O
,Ford,B-Taxon
,##onia,I-Taxon
,le,I-Taxon
,##uc,I-Taxon
,##ob,I-Taxon
,##alia,I-Taxon
,Bo,I-Taxon
,##ule,I-Taxon
,##nger,I-Taxon
,",",O
,Cat,O
,.,O
,S,O
,##n,O
,.,O
,Il,O
,##l,O
,1896,O
,",",O
,p,O
,.,O
,21,O
,(,O
,s,O
,.,O
,s,O
,##yn,O
,),O
,.,O
,Fi,O
,##g,O
,.,O
,71,O
,.,O
,F,B-Taxon
,##oni,I-Taxon
,##oi,I-Taxon
,##ii,I-Taxon
,##i,I-Taxon
,le,I-Taxon
,##uc,I-Taxon
,##ob,I-Taxon
,##alia,I-Taxon
,(,O
,Sc,O
,##hl,O
,##eg,O
,),O
,X,O
,V,O
,##41,O
,view,O
,of,O
,head,O
,.,O
,,
Sentence 162,or,O
,##bic,O
,##ular,O
,",",O
,the,O
,3,O
,outer,O
,ones,O
,thicker,O
,",",O
,thick,O
,##ened,O
,at,O
,the,O
,base,O
,",",O
,hardly,O
,longer,O
,than,O
,the,O
,inner,O
,two,O
,",",O
,up,O
,to,O
,5,O
,mm,O
,long,O
,.,O
,Em,O
,##b,O
,##ryo,O
,green,O
,;,O
,each,O
,of,O
,the,O
,une,O
,##qua,O
,##l,O
,co,O
,##ts,O
,completely,O
,divided,O
,into,O
,two,O
,parts,O
,(,O
,[UNK],O
,),O
,.,O
,Distribution,O
,:,O
,Now,O
,only,O
,found,O
,on,O
,the,O
,slopes,O
,and,O
,the,O
,summit,O
,of,O
,Do,B-GeographicalLocation
,##lu,I-GeographicalLocation
,##we,I-GeographicalLocation
,and,O
,Du,B-GeographicalLocation
,##n,I-GeographicalLocation
,Ka,I-GeographicalLocation
,##nde,I-GeographicalLocation
,",",O
,near,O
,Ku,B-GeographicalLocation
,##run,I-GeographicalLocation
,##eg,I-GeographicalLocation
,##ala,I-GeographicalLocation
,",",O
,up,O
,to,O
,600,O
,m,O
,altitude,O
,;,O
,as,O
,trees,O
,are,O
,found,O
,at,O
,the,O
,base,O
,of,O
,Du,B-GeographicalLocation
,##nka,I-GeographicalLocation
,##nde,I-GeographicalLocation
,near,O
,Ara,B-GeographicalLocation
,##nk,I-GeographicalLocation
,##elle,I-GeographicalLocation
,and,O
,at,O
,the,O
,hills,B-Habitat
,opposite,O
,it,O
,.,O
,it,O
,may,O
,he,O
,assumed,O
,that,O
,the,O
,species,O
,must,O
,have,O
,been,O
,common,O
,also,O
,in,O
,the,O
,plains,B-Habitat
,between,O
,the,O
,hills,O
,.,O
,E,O
,##cology,O
,:,O
,A,O
,normally,O
,developed,O
,tree,O
,with,O
,straight,O
,b,O
,##ole,O
,of,O
,20,O
,m,O
,height,O
,",",O
,was,O
,found,O
,at,O
,the,O
,base,O
,of,O
,Du,O
,##nka,O
,##nde,O
,near,O
,Ara,O
,##nk,O
,##elle,O
,.,O
,The,O
,tree,O
,is,O
,extremely,O
,common,O
,on,O
,the,O
,flat,O
,top,O
,of,O
,Do,B-GeographicalLocation
,##lu,I-GeographicalLocation
,##we,I-GeographicalLocation
,Ka,I-GeographicalLocation
,##nde,I-GeographicalLocation
,at,O
,600,O
,m,O
,al,O
,##t,O
,.,O
,and,O
,its,O
,adjacent,O
,slopes,O
,",",O
,but,O
,because,O
,of,O
,adverse,O
,conditions,O
,it,O
,is,O
,here,O
,stunt,O
,##ed,O
,with,O
,short,O
,",",O
,crooked,O
,b,O
,##ole,O
,##s,O
,",",O
,s,O
,##p,O
,##rout,O
,##ing,O
,several,O
,b,O
,##ole,O
,##s,O
,",",O
,and,O
,more,O
,cop,O
,##pic,O
,##ing,O
,than,O
,the,O
,trees,O
,lower,O
,down,O
,",",O
,(,O
,although,O
,these,O
,have,O
,numerous,O
,root,O
,-,O
,suck,O
,##ers,O
,),O
,.,O
,The,O
,bark,O
,of,O
,older,O
,",",O
,regular,O
,tree,O
,b,O
,##ole,O
,##s,O
,looks,O
,quite,O
,different,O
,from,O
,the,O
,smooth,O
,",",O
,grey,O
,##ish,O
,younger,O
,stages,O
,.,O
,Trees,O
,with,O
,long,O
,pen,O
,##du,O
,##lous,O
,branches,O
,were,O
,seen,O
,occasionally,O
,.,O
,Notes,O
,:,O
,The,O
,type,O
,specimen,O
,is,O
,a,O
,s,O
,##ter,O
,##ile,O
,shoot,O
,from,O
,an,O
,unknown,O
,locality,O
,(,O
,Ashton,O
,says,O
,from,O
,Do,O
,##lu,O
,##we,O
,Ka,O
,##nde,O
,",",O
,perhaps,O
,based,O
,on,O
,an,O
,assumption,O
,),O
,.,O
,It,O
,shows,O
,the,O
,deeply,O
,cord,O
,##ate,O
,leaves,O
,and,O
,dense,O
,pub,O
,##er,O
,##ule,O
,##nce,O
,of,O
,a,O
,young,O
,tree,O
,.,O
,Tri,O
,##men,O
,stressed,O
,that,O
,its,O
,origin,O
,was,O
,not,O
,known,O
,and,O
,he,O
,added,O
,it,O
,to,O
,tin,O
,-,O
,s,O
,##yn,O
,##on,O
,\,O
,my,O
,of,O
,his,O
,own,O
,species,O
,:,O
,Ba,B-Taxon
,##lan,I-Taxon
,##oc,I-Taxon
,##ar,I-Taxon
,##pus,I-Taxon
,z,I-Taxon
,##ey,I-Taxon
,##lani,I-Taxon
,##cus,I-Taxon
,with,O
,an,O
,interrogation,O
,mark,O
,",",O
,stress,O
,##ing,O
,in,O
,a,O
,note,O
,",",O
,that,O
,T,O
,##hwa,O
,##ites,O
,',O
,s,O
,s,O
,##ter,O
,##ile,O
,shoot,O
,might,O
,represent,O
,another,O
,species,O
,.,O
,As,O
,B,B-Taxon
,.,I-Taxon
,z,I-Taxon
,##ey,I-Taxon
,##lani,I-Taxon
,##cus,I-Taxon
,is,O
,based,O
,on,O
,another,O
,type,O
,specimen,O
,",",O
,Tri,O
,##men,O
,did,O
,not,O
,transfer,O
,Shore,B-Taxon
,##a,I-Taxon
,br,I-Taxon
,##ev,I-Taxon
,##ip,I-Taxon
,##eti,I-Taxon
,##olar,I-Taxon
,##is,I-Taxon
,T,I-Taxon
,##h,I-Taxon
,##w,I-Taxon
,.,O
,to,O
,Ba,O
,##lan,O
,##oc,O
,##ar,O
,##pus,O
,",",O
,as,O
,Ashton,O
,says,O
,",",O
,but,O
,created,O
,a,O
,new,O
,species,O
,",",O
,adding,O
,in,O
,synonym,O
,##y,O
,as,O
,a,O
,doubtful,O
,synonym,O
,Shore,O
,##a,O
,br,O
,##ev,O
,##ip,O
,##eti,O
,##olar,O
,##is,O
,T,O
,##h,O
,##w,O
,.,O
,and,O
,hence,O
,his,O
,name,O
,is,O
,not,O
,illegitimate,O
,(,O
,as,O
,Ashton,O
,says,O
,),O
,.,O
,There,O
,is,O
,one,O
,specimen,O
,in,O
,Per,O
,##ade,O
,##ni,O
,##ya,O
,with,O
,flowers,O
,in,O
,b,O
,##ud,O
,",",O
,collected,O
,in,O
,the,O
,Per,B-GeographicalLocation
,##ade,I-GeographicalLocation
,##ni,I-GeographicalLocation
,##ya,I-GeographicalLocation
,Garden,I-GeographicalLocation
,",",O
,which,O
,is,O
,probably,O
,the,O
,specimen,O
,mentioned,O
,by,O
,Tri,O
,##men,O
,.,O
,I,O
,have,O
,indicated,O
,this,O
,as,O
,the,O
,le,O
,##ct,O
,##otype,O
,specimen,O
,.,O
,In,O
,the,O
,description,O
,Ashton,O
,calls,O
,the,O
,tree,O
,"""",O
,medium,O
,sized,O
,,
Sentence 163,IN,O
,##GE,O
,##R,O
,:,O
,AM,O
,##P,O
,##H,O
,##IB,O
,##IA,O
,",",O
,P,O
,##H,O
,##IL,O
,##IP,O
,##PI,O
,##NE,O
,E,O
,##X,O
,##P,O
,##ED,O
,##IT,O
,##ION,O
,223,O
,Fi,O
,##g,O
,.,O
,37,O
,.,O
,A,O
,",",O
,Meg,B-Taxon
,##op,I-Taxon
,##hr,I-Taxon
,##ys,I-Taxon
,mon,B-Taxon
,##tic,I-Taxon
,##ola,I-Taxon
,s,I-Taxon
,##te,I-Taxon
,##jn,I-Taxon
,##ege,I-Taxon
,##ri,I-Taxon
,(,O
,X,O
,06,O
,),O
,;,O
,B,O
,",",O
,M,B-Taxon
,.,I-Taxon
,m,I-Taxon
,.,I-Taxon
,na,I-Taxon
,##su,I-Taxon
,##ta,I-Taxon
,(,O
,X,O
,04,O
,),O
,;,O
,C,O
,",",O
,M,B-Taxon
,.,I-Taxon
,m,I-Taxon
,.,I-Taxon
,mon,I-Taxon
,##tic,I-Taxon
,##ola,I-Taxon
,(,O
,X,O
,05,O
,),O
,;,O
,D,O
,",",O
,M,B-Taxon
,.,I-Taxon
,m,I-Taxon
,.,I-Taxon
,l,I-Taxon
,##iga,I-Taxon
,##ya,I-Taxon
,##e,I-Taxon
,(,O
,X,O
,05,O
,),O
,.,O
,one,O
,pair,O
,of,O
,longitudinal,O
,der,O
,##mal,O
,folds,O
,on,O
,back,O
,;,O
,folds,O
,reaching,O
,end,O
,of,O
,trunk,O
,(,O
,fi,O
,##g,O
,.,O
,37,O
,),O
,.,O
,Range,O
,.,O
,—,O
,Java,B-GeographicalLocation
,.,O
,Meg,B-Taxon
,##op,I-Taxon
,##hr,I-Taxon
,##ys,I-Taxon
,mon,I-Taxon
,##tic,I-Taxon
,##ola,I-Taxon
,na,I-Taxon
,##su,I-Taxon
,##ta,I-Taxon
,Sc,I-Taxon
,##hl,I-Taxon
,##ege,I-Taxon
,##l,I-Taxon
,Ce,B-Taxon
,##rato,I-Taxon
,##ph,I-Taxon
,##ryn,I-Taxon
,##e,I-Taxon
,na,I-Taxon
,##su,I-Taxon
,##ta,I-Taxon
,Sc,I-Taxon
,##hl,I-Taxon
,##ege,I-Taxon
,##l,I-Taxon
,",",O
,1858,O
,",",O
,Hand,O
,##l,O
,.,O
,Die,O
,##rk,O
,",",O
,2,O
,:,O
,57,O
,",",O
,p,O
,##i,O
,.,O
,4,O
,",",O
,fi,O
,##g,O
,.,O
,72,O
,—,O
,Sumatra,B-GeographicalLocation
,.,O
,Meg,B-Taxon
,##op,I-Taxon
,##hr,I-Taxon
,##ys,I-Taxon
,na,I-Taxon
,##su,I-Taxon
,##ta,I-Taxon
,Smith,I-Taxon
,",",O
,1930,O
,",",O
,Bull,O
,.,O
,Ra,O
,##ffles,O
,Mu,O
,##s,O
,",",O
,no,O
,.,O
,3,O
,",",O
,p,O
,.,O
,132,O
,;,O
,1931,O
,",",O
,op,O
,.,O
,c,O
,##it,O
,",",O
,no,O
,.,O
,5,O
,",",O
,p,O
,.,O
,9,O
,;,O
,Me,O
,##rten,O
,##s,O
,",",O
,1934,O
,",",O
,Arch,O
,.,O
,H,O
,##ydro,O
,##bio,O
,##l,O
,",",O
,12,O
,",",O
,Su,O
,##pp,O
,##l,O
,.,O
,(,O
,T,O
,##rop,O
,.,O
,Bin,B-GeographicalLocation
,##nen,I-GeographicalLocation
,##ge,I-GeographicalLocation
,##w,I-GeographicalLocation
,),O
,",",O
,46,O
,##80,O
,.,O
,Mega,B-Taxon
,##lop,I-Taxon
,##hr,I-Taxon
,##ys,I-Taxon
,na,I-Taxon
,##su,I-Taxon
,##ta,I-Taxon
,Bo,I-Taxon
,##ule,I-Taxon
,##nger,I-Taxon
,",",O
,1908,O
,",",O
,Pro,O
,##c,O
,.,O
,Zoo,O
,##l,O
,.,O
,So,O
,##c,O
,.,O
,London,B-GeographicalLocation
,",",O
,1908,O
,:,O
,41,O
,##3,O
,",",O
,p,O
,##i,O
,.,O
,22,O
,;,O
,van,O
,Ka,O
,##mp,O
,##en,O
,",",O
,1923,O
,",",O
,Am,O
,##ph,O
,.,O
,Indo,B-GeographicalLocation
,-,I-GeographicalLocation
,au,I-GeographicalLocation
,##st,I-GeographicalLocation
,##r,I-GeographicalLocation
,.,O
,Arch,O
,",",O
,p,O
,.,O
,10,O
,",",O
,fi,O
,##g,O
,.,O
,2,O
,.,O
,Mega,B-Taxon
,##lop,I-Taxon
,##hr,I-Taxon
,##ys,I-Taxon
,mon,I-Taxon
,##tana,I-Taxon
,Bo,I-Taxon
,##ule,I-Taxon
,##nger,I-Taxon
,",",O
,1908,O
,",",O
,Pro,O
,##c,O
,.,O
,Zoo,O
,##l,O
,.,O
,So,O
,##c,O
,.,O
,London,O
,",",O
,1908,O
,:,O
,41,O
,##1,O
,(,O
,part,O
,),O
,;,O
,van,O
,Ka,O
,##mp,O
,##en,O
,",",O
,1923,O
,",",O
,Am,O
,##ph,O
,.,O
,Indo,O
,-,O
,au,O
,##st,O
,##r,O
,.,O
,Arch,O
,",",O
,p,O
,.,O
,8,O
,(,O
,part,O
,),O
,.,O
,Meg,B-Taxon
,##op,I-Taxon
,##hr,I-Taxon
,##ys,I-Taxon
,mon,I-Taxon
,##tic,I-Taxon
,##ola,I-Taxon
,Smith,I-Taxon
,",",O
,1931,O
,",",O
,Bull,O
,.,O
,Ra,O
,##ffles,O
,Mu,O
,##s,O
,",",O
,no,O
,.,O
,5,O
,",",O
,p,O
,.,O
,12,O
,;,O
,Me,O
,##rten,O
,##s,O
,",",O
,1934,O
,",",O
,Arch,O
,.,O
,H,O
,##ydro,O
,##bio,O
,##l,O
,",",O
,12,O
,",",O
,Su,O
,##pp,O
,##l,O
,.,O
,(,O
,T,O
,##rop,O
,.,O
,Bin,O
,##nen,O
,##ge,O
,##w,O
,),O
,",",O
,4,O
,:,O
,67,O
,##9,O
,(,O
,part,O
,),O
,.,O
,Material,O
,examined,O
,.,O
,—,O
,Borneo,B-GeographicalLocation
,",",O
,13,O
,(,O
,10,O
,MC,O
,##Z,O
,;,O
,3,O
,U,O
,##MM,O
,##Z,O
,),O
,.,O
,Di,O
,##ag,O
,##nosis,O
,.,O
,—,O
,A,O
,large,O
,form,O
,of,O
,mon,O
,##tic,O
,##ola,O
,;,O
,adult,O
,females,O
,about,O
,110,O
,mm,O
,",",O
,males,O
,90,O
,mm,O
,.,O
,(,O
,see,O
,Table,O
,3,O
,),O
,;,O
,der,O
,##mal,O
,app,O
,##end,O
,##age,O
,of,O
,snout,O
,usually,O
,well,O
,developed,O
,(,O
,up,O
,to,O
,35,O
,mm,O
,),O
,",",O
,occasionally,O
,present,O
,only,O
,as,O
,a,O
,small,O
,projection,O
,;,O
,orbital,O
,app,O
,##end,O
,##age,O
,large,O
,(,O
,35,O
,to,O
,70,O
,mm,O
,),O
,;,O
,two,O
,pairs,O
,of,O
,,
Sentence 164,MA,O
,##RI,O
,##NE,O
,AN,O
